ramp_merge	pie_merge	phi	delta	v_min	time_gap	fitness
0.3	0.86	2.19	0.31	5.45	1.39	358.191
0.28	0.91	2.81	0.4	3.7	1.22	84.082
0.18	0.93	2.19	0.33	5.9	1.25	84.888
0.42	0.89	2.65	0.19	3.35	1.22	87.993
0.49	0.95	3.13	0.43	3.26	1.48	465.364
0.54	0.85	2.25	0.46	5.72	1.21	179.411
0.21	0.99	2.09	0.35	5.12	1.44	201.155
0.3	0.96	2.43	0.37	4.72	1.23	83.873
0.59	0.89	3.54	0.05	4.36	1.28	96.578
0.42	0.93	3.18	0.1	4.01	1.42	252.117
0.44	0.96	2.9	0.43	3.94	1.25	141.952
0.16	0.94	3.16	0.36	5.63	1.38	141.088
0.15	0.91	2.34	0.47	3.34	1.43	274.879
0.19	0.99	3.59	0.42	4.58	1.25	83.57
0.61	0.86	3.46	0.09	5.78	1.2	83.085
0.51	0.9	2.67	0.44	5.3	1.36	221.278
0.34	0.87	3.3	0.5	3.19	1.32	172.066
0.37	0.98	2.9	0.54	5.69	1.29	94.87
0.13	0.96	2.04	0.05	4.41	1.23	86.141
0.32	0.99	3.38	0.14	4.85	1.43	351.772
0.15	0.92	2.78	0.36	4.54	1.42	170.989
0.18	0.91	1.86	0.47	3.02	1.2	84.205
0.61	0.92	2.38	0.38	4.32	1.36	226.508
0.43	0.85	2.98	0.25	4.62	1.31	152.468
0.37	0.9	2.13	0.44	3.44	1.38	218.217
0.29	0.97	3.15	0.28	4.8	1.22	83.259
0.58	0.87	3.11	0.08	4.4	1.46	360.907
0.1	0.86	2.2	0.08	3.91	1.44	85.37
0.19	0.99	2.93	0.2	4.84	1.32	143.103
0.26	0.97	3.46	0.39	4.64	1.23	85.064
0.31	0.87	2.76	0.06	3.59	1.37	191.293
0.37	0.86	2.71	0.59	4.97	1.36	217.749
0.12	0.9	2.86	0.56	5.91	1.48	83.901
0.47	0.92	2.12	0.38	3.87	1.24	155.827
0.4	0.94	2.43	0.41	3.75	1.23	83.933
0.25	0.88	2.42	0.38	5.85	1.49	359.793
0.14	0.92	1.8	0.54	5.9	1.42	82.533
0.4	0.86	1.8	0.18	5.69	1.37	206.565
0.5	0.87	3.34	0.19	4.04	1.39	345.937
0.49	0.99	3.57	0.27	3.42	1.45	364.559
0.53	0.85	2.7	0.17	3.92	1.21	83.708
0.57	0.9	2.14	0.31	5.53	1.32	184.873
0.35	0.91	1.91	0.16	5.63	1.38	241.549
0.56	0.86	2.17	0.14	4.5	1.49	469.145
0.57	0.87	3.2	0.11	4.16	1.27	130.719
0.23	0.98	2.14	0.51	3.28	1.32	152.722
0.56	0.94	2.23	0.21	4.23	1.49	400.053
0.51	0.86	2.04	0.02	5.18	1.41	266.442
0.13	0.96	3.15	0.32	3.29	1.36	83.177
0.62	0.93	2.51	0.23	3.47	1.29	97.775
0.49	0.93	2.51	0.08	3.14	1.35	183.304
0.35	0.97	3.27	0.39	3.6	1.24	83.476
0.13	0.97	3.22	0.1	4.95	1.36	85.108
0.63	0.89	2.92	0.05	3.29	1.48	470.747
0.22	0.96	3.35	0.35	4.55	1.33	146.417
0.56	0.89	1.82	0.12	4.71	1.36	274.673
0.61	0.9	2.69	0.58	4.76	1.39	211.865
0.56	0.96	2.45	0.05	5.32	1.42	222.225
0.62	0.92	2.64	0.33	4.31	1.35	172.951
0.48	0.85	3.33	0.59	3.0	1.32	90.895
0.26	0.88	3.15	0.49	4.18	1.29	84.22
0.37	0.97	2.87	0.56	5.27	1.25	142.318
0.38	0.97	2.11	0.35	3.63	1.22	83.429
0.19	0.97	2.38	0.13	5.04	1.28	82.982
0.35	0.98	1.8	0.52	4.11	1.28	92.739
0.34	0.86	2.2	0.23	4.89	1.26	141.622
0.18	0.93	2.44	0.47	4.05	1.23	84.291
0.64	0.92	3.02	0.57	4.32	1.45	281.839
0.21	0.96	1.89	0.54	5.12	1.37	267.4
0.47	0.94	2.39	0.14	5.17	1.35	227.047
0.14	0.94	3.51	0.23	3.99	1.42	139.967
0.22	0.9	2.25	0.32	4.89	1.35	172.627
0.56	0.95	3.24	0.5	5.68	1.22	87.372
0.4	0.87	3.5	0.5	4.31	1.23	82.061
0.21	0.9	2.2	0.06	3.56	1.47	348.426
0.45	0.94	2.39	0.07	4.63	1.43	333.814
0.43	0.85	3.01	0.14	5.77	1.26	163.48
0.31	0.96	1.83	0.58	5.07	1.22	83.3
0.6	0.99	3.37	0.42	4.37	1.46	354.706
0.52	0.97	3.53	0.09	3.12	1.46	352.3
0.52	0.85	3.14	0.35	5.72	1.48	411.889
0.33	0.87	2.9	0.4	3.56	1.45	304.284
0.45	0.89	3.05	0.24	3.71	1.38	220.074
0.21	0.98	3.49	0.21	3.66	1.42	178.999
0.12	0.87	3.13	0.05	3.25	1.49	129.112
0.32	0.98	3.16	0.03	4.56	1.33	171.651
0.43	0.9	1.94	0.34	4.19	1.43	215.936
0.61	0.94	2.35	0.43	3.76	1.21	83.933
0.55	0.99	2.6	0.21	3.98	1.44	413.906
0.16	0.94	2.32	0.53	3.88	1.32	84.488
0.13	0.88	3.58	0.18	3.8	1.26	86.342
0.43	0.95	1.99	0.22	5.03	1.46	338.379
0.44	0.95	2.19	0.07	4.83	1.42	352.196
0.32	0.91	3.1	0.28	5.34	1.23	82.679
0.43	0.95	2.25	0.51	3.85	1.4	358.288
0.6	0.9	2.23	0.38	5.53	1.44	326.7
0.53	0.88	2.84	0.33	3.24	1.39	275.988
0.46	0.91	3.49	0.41	5.55	1.22	88.404
0.51	0.99	2.34	0.34	4.4	1.25	135.699
0.53	0.97	3.02	0.23	3.94	1.29	105.726
0.19	0.91	2.14	0.22	4.98	1.28	84.043
0.53	0.87	2.19	0.57	3.34	1.29	93.811
0.4	0.87	3.03	0.15	5.09	1.33	117.41
0.56	0.91	2.47	0.48	3.93	1.21	83.518
0.3	0.98	2.8	0.31	4.08	1.33	178.434
0.6	0.85	3.5	0.1	4.62	1.41	326.506
0.14	0.92	3.52	0.49	3.45	1.31	84.776
0.24	0.87	2.77	0.39	4.91	1.42	304.484
0.5	0.94	2.39	0.39	5.04	1.22	83.035
0.51	0.88	3.58	0.23	3.08	1.32	191.128
0.12	0.97	3.34	0.59	4.12	1.29	84.851
0.26	0.91	2.32	0.21	4.7	1.38	216.418
0.38	0.87	1.98	0.05	5.5	1.29	157.44
0.16	0.98	2.93	0.53	4.93	1.46	155.642
0.6	0.99	3.22	0.55	5.51	1.31	180.062
0.55	0.88	3.13	0.3	5.06	1.23	82.082
0.3	0.9	3.5	0.1	4.91	1.45	395.946
0.12	0.88	2.54	0.53	4.6	1.48	156.062
0.2	0.86	1.87	0.2	5.96	1.43	267.481
0.54	0.89	3.58	0.09	5.0	1.49	499.318
0.27	0.98	2.15	0.18	3.87	1.39	255.012
0.3	0.97	2.59	0.19	5.12	1.44	282.583
0.56	0.88	2.33	0.32	3.31	1.25	84.092
0.33	0.88	3.03	0.59	4.33	1.43	336.069
0.18	0.91	2.13	0.24	4.36	1.22	84.137
0.16	0.93	3.49	0.38	3.57	1.25	85.462
0.57	0.9	2.42	0.27	4.45	1.46	338.136
0.24	0.86	1.91	0.14	3.87	1.21	81.865
0.34	0.93	3.42	0.21	3.73	1.35	292.47
0.48	0.98	1.95	0.43	3.92	1.2	131.762
0.44	0.98	1.87	0.15	5.33	1.33	224.626
0.2	0.92	2.97	0.12	5.27	1.25	85.232
0.53	0.96	3.34	0.24	3.42	1.25	90.959
0.57	0.86	2.53	0.44	5.99	1.45	346.917
0.43	0.95	3.36	0.18	4.44	1.38	341.273
0.17	0.87	1.87	0.07	4.43	1.38	179.92
0.18	0.94	2.79	0.07	5.8	1.2	84.25
0.62	0.87	2.4	0.54	4.44	1.46	420.254
0.21	0.97	3.25	0.57	5.77	1.29	82.769
0.35	0.94	2.43	0.57	3.81	1.34	183.908
0.2	0.98	2.49	0.17	3.3	1.42	170.454
0.52	0.85	2.95	0.48	5.07	1.24	106.407
0.22	0.93	2.2	0.52	3.73	1.35	142.468
0.37	0.99	2.59	0.41	3.37	1.22	83.9
0.62	0.92	3.32	0.12	4.01	1.42	309.121
0.34	0.94	3.3	0.51	3.73	1.46	353.178
0.11	0.99	1.81	0.55	3.55	1.34	84.503
0.2	0.99	3.31	0.3	5.59	1.38	143.641
0.43	0.98	2.51	0.54	3.4	1.35	163.722
0.46	0.98	3.34	0.07	5.72	1.33	211.798
0.23	0.97	2.17	0.17	5.19	1.37	180.477
0.23	0.87	1.82	0.21	5.18	1.34	169.249
0.45	0.94	2.35	0.37	4.65	1.33	154.316
0.28	0.92	2.69	0.4	5.34	1.38	236.072
0.64	0.88	3.34	0.52	5.68	1.49	464.279
0.16	0.96	2.59	0.19	3.2	1.23	84.516
0.64	0.88	2.55	0.09	4.92	1.25	94.212
0.55	0.99	2.6	0.5	5.2	1.25	131.041
0.44	0.96	3.3	0.26	3.55	1.32	183.609
0.49	0.99	2.95	0.37	5.66	1.28	90.491
0.17	0.92	2.87	0.56	3.49	1.38	84.16
0.56	0.9	3.53	0.42	5.19	1.41	224.472
0.42	0.9	3.2	0.48	4.62	1.26	143.587
0.38	0.98	1.91	0.49	3.05	1.37	208.762
0.49	0.89	2.23	0.55	4.53	1.2	96.591
0.58	0.85	2.65	0.24	3.38	1.45	483.28
0.53	0.99	2.72	0.19	5.43	1.3	129.622
0.49	0.92	2.69	0.54	3.15	1.25	90.163
0.44	0.86	2.3	0.55	3.14	1.34	189.576
0.64	0.99	2.92	0.03	3.32	1.33	179.741
0.54	0.92	2.82	0.08	3.06	1.4	273.661
0.4	0.85	2.67	0.45	4.19	1.44	308.08
0.35	0.9	2.46	0.15	3.6	1.34	151.071
0.54	0.97	2.88	0.26	5.17	1.47	392.136
0.48	0.96	2.87	0.1	3.04	1.27	90.87
0.57	0.88	3.27	0.54	3.1	1.34	168.672
0.44	0.88	2.45	0.43	3.28	1.38	287.461
0.35	0.92	3.12	0.59	4.1	1.2	82.749
0.16	0.91	3.32	0.05	3.71	1.48	266.336
0.28	0.9	1.95	0.48	5.63	1.36	215.913
0.51	0.99	2.02	0.47	4.51	1.38	289.835
0.55	0.91	3.14	0.06	4.54	1.46	439.285
0.2	0.89	1.86	0.53	5.12	1.21	84.423
0.32	0.92	3.48	0.55	5.31	1.23	81.851
0.19	0.88	2.39	0.45	4.22	1.25	82.286
0.56	0.94	1.89	0.06	3.28	1.49	480.069
0.24	0.85	2.18	0.45	4.46	1.29	83.208
0.4	0.97	2.67	0.14	4.71	1.45	267.861
0.3	0.99	3.37	0.19	4.54	1.25	143.671
0.34	0.94	1.96	0.13	5.71	1.22	83.522
0.38	0.87	2.67	0.41	3.51	1.44	357.345
0.29	0.93	3.52	0.06	5.49	1.37	221.606
0.63	0.87	3.49	0.49	4.22	1.44	352.399
0.57	0.91	2.79	0.54	5.39	1.49	412.591
0.14	0.9	3.04	0.28	3.56	1.39	83.566
0.48	0.98	2.96	0.41	5.97	1.34	168.467
0.37	0.93	3.39	0.02	3.85	1.43	256.478
0.32	0.88	3.44	0.15	4.99	1.22	83.27
0.64	0.94	2.55	0.46	5.98	1.48	418.752
0.62	0.98	2.95	0.21	3.57	1.39	335.661
0.58	0.92	2.7	0.07	4.19	1.21	82.641
0.26	0.91	3.16	0.35	4.11	1.44	325.142
0.23	0.93	3.43	0.24	4.19	1.26	84.222
0.13	0.99	3.5	0.08	3.01	1.26	86.031
0.54	0.98	2.36	0.28	5.0	1.42	327.976
0.49	0.98	3.09	0.33	3.7	1.36	207.538
0.63	0.89	3.19	0.11	4.75	1.4	300.72
0.49	0.96	3.59	0.17	5.29	1.35	177.434
0.11	0.92	3.52	0.24	3.25	1.27	84.736
0.44	0.85	1.91	0.09	4.95	1.39	280.957
0.1	0.94	2.79	0.5	5.0	1.29	86.001
0.19	0.91	2.93	0.44	3.88	1.41	144.342
0.23	0.88	3.26	0.32	5.58	1.48	417.328
0.37	0.93	2.15	0.16	5.82	1.33	96.208
0.56	0.99	2.81	0.58	5.19	1.36	159.459
0.37	0.97	1.85	0.57	3.49	1.23	104.205
0.36	0.89	2.53	0.06	4.48	1.3	96.1
0.34	0.95	3.01	0.2	4.86	1.38	210.403
0.45	0.91	2.77	0.47	5.16	1.48	414.262
0.1	0.93	2.23	0.02	5.48	1.28	86.457
0.53	0.86	2.32	0.48	3.37	1.31	97.247
0.19	0.88	2.66	0.26	4.66	1.25	84.016
0.35	0.86	1.84	0.24	5.2	1.33	135.738
0.31	0.93	2.18	0.22	3.72	1.48	454.676
0.44	0.94	2.57	0.29	5.67	1.2	87.668
0.49	0.99	2.88	0.28	5.24	1.44	270.505
0.26	0.94	2.7	0.51	4.24	1.39	283.998
0.51	0.99	2.71	0.59	5.47	1.44	351.074
0.5	0.86	2.24	0.13	3.61	1.37	217.542
0.22	0.97	2.25	0.56	5.27	1.45	335.567
0.33	0.98	3.15	0.12	4.86	1.39	203.114
0.41	0.91	2.03	0.51	5.6	1.33	189.45
0.51	0.99	3.37	0.55	3.23	1.34	184.775
0.42	0.96	2.17	0.42	5.78	1.28	107.491
0.19	0.94	3.49	0.43	4.63	1.48	239.915
0.24	0.97	2.02	0.27	5.21	1.21	82.799
0.21	0.9	2.37	0.55	5.85	1.22	84.425
0.33	0.99	2.03	0.33	5.9	1.32	218.263
0.6	0.89	2.39	0.12	5.72	1.21	88.238
0.56	0.92	3.29	0.25	4.46	1.35	229.87
0.48	0.96	2.66	0.09	5.05	1.2	145.67
0.21	0.94	3.31	0.23	4.71	1.37	186.947
0.23	0.9	3.1	0.56	5.9	1.23	84.311
0.1	0.99	1.85	0.2	5.18	1.41	85.505
0.14	0.95	2.46	0.35	4.84	1.29	83.731
0.46	0.96	3.42	0.44	3.2	1.22	92.97
0.33	0.97	3.58	0.08	4.29	1.46	316.027
0.29	0.98	2.42	0.48	5.65	1.43	371.303
0.38	0.96	3.34	0.22	5.61	1.45	336.767
0.64	0.96	1.84	0.37	4.01	1.34	159.406
0.36	0.92	2.31	0.07	4.56	1.37	279.145
0.59	0.88	2.85	0.08	3.41	1.27	93.569
0.11	0.95	3.21	0.48	4.02	1.48	84.966
0.12	0.89	1.9	0.44	4.45	1.34	84.316
0.58	0.85	3.19	0.13	5.27	1.29	93.026
0.57	0.88	3.47	0.26	5.24	1.47	366.481
0.27	0.88	2.52	0.52	5.94	1.45	360.732
0.1	0.88	3.06	0.09	5.87	1.47	86.149
0.23	0.92	1.94	0.32	3.82	1.43	292.044
0.33	0.99	2.13	0.35	4.47	1.24	100.762
0.17	0.86	2.38	0.54	4.07	1.32	81.397
0.56	0.89	2.02	0.19	3.48	1.24	83.113
0.55	0.92	2.97	0.28	4.93	1.34	196.212
0.17	0.86	2.61	0.13	4.4	1.38	144.913
0.12	0.91	2.77	0.11	4.9	1.42	85.083
0.52	0.87	1.95	0.26	5.15	1.3	152.025
0.4	0.85	3.26	0.16	4.78	1.31	127.861
0.52	0.87	3.39	0.13	4.42	1.49	410.723
0.43	0.94	2.09	0.02	4.07	1.45	433.732
0.39	0.9	2.45	0.39	5.75	1.42	287.664
0.63	0.93	2.18	0.4	3.23	1.43	354.122
0.16	0.85	2.76	0.11	5.06	1.46	283.001
0.28	0.87	3.41	0.27	5.31	1.47	343.351
0.12	0.97	2.72	0.54	3.17	1.33	84.657
0.27	0.98	3.42	0.33	4.58	1.2	83.435
0.18	0.85	2.45	0.11	4.28	1.27	85.208
0.62	0.93	2.73	0.23	4.64	1.32	200.992
0.55	0.9	2.22	0.15	4.99	1.38	198.696
0.43	0.87	2.34	0.51	4.1	1.23	113.91
0.1	0.88	3.31	0.03	3.35	1.45	85.562
0.44	0.94	3.2	0.59	3.32	1.41	267.332
0.23	0.97	3.47	0.29	5.43	1.41	161.674
0.32	0.87	3.09	0.39	5.96	1.38	221.876
0.22	0.9	3.42	0.02	5.56	1.35	131.114
0.31	0.87	2.61	0.03	5.8	1.49	362.132
0.45	0.97	2.17	0.37	3.08	1.23	133.066
0.45	0.88	2.19	0.42	5.47	1.44	305.225
0.15	0.92	1.87	0.26	3.27	1.4	176.25
0.64	0.86	2.9	0.42	4.74	1.4	218.145
0.45	0.9	2.53	0.16	4.64	1.46	406.234
0.57	0.97	1.87	0.11	3.82	1.48	307.605
0.51	0.99	3.23	0.45	4.22	1.39	333.353
0.44	0.91	2.22	0.4	3.77	1.22	130.484
0.2	0.97	2.49	0.1	5.45	1.28	83.227
0.33	0.91	3.3	0.15	4.47	1.27	83.956
0.52	0.91	1.85	0.14	4.13	1.3	148.344
0.34	0.88	3.06	0.28	3.57	1.48	341.26
0.29	0.97	2.18	0.32	4.73	1.23	85.079
0.56	0.93	2.39	0.38	4.2	1.2	151.585
0.19	0.87	3.0	0.49	5.74	1.28	84.096
0.57	0.9	3.42	0.55	3.42	1.25	95.039
0.61	0.9	2.56	0.49	5.74	1.21	82.704
0.14	0.96	2.4	0.38	4.28	1.21	86.116
0.13	0.96	3.21	0.25	5.28	1.34	84.215
0.6	0.99	3.41	0.49	5.4	1.36	186.515
0.13	0.96	1.8	0.52	3.21	1.2	86.024
0.45	0.99	2.11	0.43	5.23	1.34	183.595
0.38	0.93	2.29	0.18	5.59	1.33	187.145
0.25	0.86	2.55	0.42	5.76	1.37	137.42
0.47	0.86	2.33	0.53	5.97	1.26	93.04
0.51	0.95	3.3	0.16	3.29	1.32	189.994
0.24	0.87	2.57	0.12	5.59	1.42	352.188
0.45	0.98	2.93	0.26	4.17	1.23	96.395
0.34	0.9	2.69	0.4	5.35	1.31	156.743
0.45	0.91	2.79	0.37	4.5	1.48	360.19
0.25	0.89	2.17	0.03	5.81	1.26	83.003
0.44	0.86	3.51	0.11	5.02	1.24	83.614
0.41	0.88	2.42	0.41	4.97	1.36	176.64
0.28	0.95	2.85	0.42	3.88	1.41	349.393
0.33	0.92	3.57	0.29	5.14	1.35	172.487
0.29	0.98	3.29	0.46	3.7	1.32	146.322
0.35	0.95	2.33	0.32	5.89	1.41	329.229
0.15	0.94	2.4	0.02	4.39	1.32	83.283
0.47	0.98	1.92	0.13	3.04	1.41	264.878
0.31	0.9	3.24	0.37	5.8	1.48	466.346
0.17	0.91	2.15	0.1	4.34	1.46	255.382
0.17	0.97	2.1	0.14	3.4	1.24	84.051
0.47	0.93	2.38	0.4	4.76	1.27	193.89
0.49	0.88	2.19	0.38	4.55	1.26	99.76
0.21	0.97	2.24	0.23	5.47	1.35	83.021
0.62	0.85	2.73	0.23	4.89	1.34	108.859
0.43	0.97	2.84	0.31	3.59	1.26	90.818
0.6	0.99	2.61	0.54	4.82	1.45	316.311
0.3	0.94	3.44	0.34	3.64	1.33	198.097
0.59	0.88	2.1	0.02	4.87	1.44	272.283
0.31	0.92	3.25	0.58	4.78	1.47	362.299
0.47	0.96	2.67	0.58	5.76	1.2	88.935
0.58	0.89	3.3	0.16	3.59	1.36	202.024
0.49	0.93	3.14	0.43	3.3	1.43	284.615
0.21	0.87	2.02	0.57	4.03	1.26	83.673
0.27	0.88	2.19	0.04	4.68	1.41	327.585
0.47	0.88	1.91	0.09	4.13	1.41	367.013
0.56	0.85	3.37	0.04	3.89	1.44	292.875
0.3	0.99	2.02	0.44	4.51	1.22	84.115
0.13	0.94	3.31	0.28	4.83	1.2	85.962
0.62	0.91	2.12	0.51	5.37	1.36	192.29
0.61	0.94	2.76	0.41	5.4	1.21	91.544
0.21	0.9	2.2	0.16	4.75	1.21	84.545
0.19	0.89	1.98	0.12	4.24	1.38	142.508
0.15	0.85	1.82	0.35	4.7	1.21	85.744
0.22	0.85	2.65	0.37	4.23	1.46	331.507
0.48	0.95	3.23	0.31	4.06	1.26	160.513
0.11	0.86	2.6	0.19	3.61	1.26	85.891
0.5	0.86	1.98	0.51	4.75	1.21	140.217
0.63	0.87	3.29	0.12	4.63	1.36	202.526
0.44	0.99	2.68	0.45	4.08	1.26	149.496
0.12	0.92	2.12	0.4	3.1	1.46	84.788
0.17	0.93	1.98	0.41	3.44	1.37	134.411
0.43	0.98	2.27	0.33	3.63	1.45	327.422
0.51	0.97	3.42	0.08	3.87	1.4	263.826
0.55	0.95	2.21	0.03	3.43	1.32	119.349
0.14	0.93	3.12	0.43	5.51	1.45	84.547
0.38	0.93	2.23	0.13	5.64	1.24	82.035
0.28	0.91	2.67	0.1	4.4	1.29	83.583
0.61	0.87	2.13	0.42	3.59	1.49	356.63
0.12	0.89	1.95	0.5	3.31	1.47	169.015
0.55	0.95	2.38	0.03	5.27	1.38	200.987
0.51	0.95	2.65	0.22	3.51	1.46	282.64
0.29	0.99	2.83	0.17	3.13	1.38	218.86
0.29	0.93	2.17	0.37	3.74	1.24	148.874
0.19	0.94	2.79	0.21	3.81	1.37	83.909
0.17	0.98	1.86	0.32	4.72	1.4	172.11
0.25	0.98	3.06	0.55	5.87	1.23	83.541
0.47	0.86	2.6	0.3	5.5	1.49	355.179
0.48	0.96	2.28	0.05	5.48	1.26	88.531
0.39	0.98	1.98	0.47	4.26	1.44	374.154
0.12	0.88	2.49	0.34	4.37	1.26	84.487
0.53	0.87	3.42	0.39	5.18	1.4	349.374
0.49	0.85	1.86	0.29	3.28	1.34	140.254
0.4	0.89	2.66	0.17	5.39	1.41	345.289
0.16	0.91	2.66	0.38	3.61	1.49	268.481
0.51	0.87	3.53	0.45	3.83	1.48	360.122
0.29	0.87	2.58	0.46	4.15	1.26	83.127
0.6	0.93	2.18	0.09	4.9	1.26	93.139
0.42	0.91	1.86	0.24	4.75	1.35	101.626
0.57	0.88	3.19	0.14	3.93	1.38	289.142
0.52	0.94	3.47	0.02	5.81	1.4	219.606
0.15	0.94	2.46	0.16	5.18	1.43	166.655
0.47	0.92	2.52	0.02	5.74	1.22	94.312
0.53	0.89	2.06	0.4	5.94	1.22	100.536
0.27	0.93	1.95	0.08	3.28	1.23	84.339
0.19	0.95	2.82	0.44	4.35	1.23	85.121
0.61	0.97	3.07	0.54	4.33	1.24	92.848
0.18	0.88	2.22	0.39	5.05	1.48	284.231
0.56	0.87	3.17	0.25	5.2	1.23	81.67
0.3	0.96	1.98	0.05	4.46	1.42	292.253
0.25	0.89	2.74	0.49	4.74	1.48	473.305
0.21	0.96	3.54	0.47	4.46	1.41	159.848
0.17	0.89	2.1	0.27	4.31	1.31	83.916
0.17	0.96	2.51	0.42	3.48	1.35	84.724
0.18	0.98	2.82	0.03	5.88	1.45	167.684
0.24	0.87	1.99	0.02	5.57	1.23	82.842
0.58	0.87	3.34	0.19	3.64	1.21	124.105
0.42	0.93	1.84	0.21	3.86	1.33	191.38
0.33	0.9	3.27	0.15	4.07	1.28	158.603
0.32	0.91	2.5	0.29	4.89	1.26	82.606
0.1	0.88	1.81	0.35	5.56	1.21	86.689
0.39	0.85	3.22	0.03	4.73	1.42	252.964
0.4	0.99	2.5	0.2	4.52	1.22	83.331
0.23	0.85	2.05	0.18	4.37	1.23	85.201
0.22	0.96	2.94	0.47	3.41	1.2	83.508
0.61	0.93	2.52	0.08	5.99	1.29	94.603
0.31	0.98	1.81	0.07	4.1	1.49	316.955
0.61	0.86	2.27	0.19	3.67	1.2	81.352
0.51	0.87	2.77	0.45	4.49	1.3	152.663
0.52	0.93	3.15	0.26	5.01	1.26	113.64
0.47	0.98	3.58	0.12	4.13	1.43	334.103
0.58	0.87	2.87	0.29	3.44	1.3	95.586
0.1	0.87	2.06	0.24	5.69	1.48	85.197
0.27	0.92	3.47	0.27	3.56	1.28	83.232
0.64	0.86	1.81	0.23	5.18	1.44	370.841
0.33	0.94	3.54	0.24	4.74	1.39	238.034
0.47	0.92	2.78	0.55	3.02	1.45	354.845
0.63	0.96	2.55	0.11	4.28	1.34	143.139
0.42	0.96	1.94	0.41	5.18	1.34	181.792
0.49	0.85	2.53	0.2	5.03	1.37	242.989
0.13	0.95	2.49	0.12	5.69	1.48	155.094
0.13	0.94	1.97	0.55	3.67	1.44	84.892
0.47	0.93	2.77	0.57	5.26	1.28	81.577
0.52	0.94	2.59	0.43	4.41	1.42	312.183
0.13	0.86	2.53	0.03	5.65	1.28	85.753
0.45	0.92	1.83	0.34	4.53	1.42	375.122
0.62	0.9	3.56	0.51	4.25	1.23	130.73
0.57	0.97	2.49	0.52	3.19	1.29	154.259
0.14	0.95	3.28	0.32	3.76	1.36	84.455
0.55	0.97	1.91	0.28	5.43	1.46	342.533
0.17	0.9	2.42	0.36	5.55	1.43	272.675
0.21	0.92	3.57	0.23	5.72	1.3	136.163
0.34	0.91	3.25	0.41	5.76	1.29	163.276
0.3	0.88	3.58	0.33	3.35	1.43	284.335
0.35	0.88	3.12	0.41	3.98	1.28	91.394
0.36	0.9	1.8	0.34	4.22	1.25	140.066
0.38	0.97	3.11	0.03	4.02	1.31	139.129
0.4	0.97	2.55	0.05	4.78	1.35	147.061
0.55	0.95	2.79	0.26	4.78	1.29	96.564
0.35	0.89	2.49	0.54	4.02	1.46	362.049
0.3	0.88	1.82	0.47	3.55	1.42	265.935
0.28	0.97	3.24	0.53	4.92	1.27	82.564
0.17	0.94	1.94	0.22	4.8	1.3	82.865
0.17	0.9	2.27	0.17	5.45	1.21	82.994
0.45	0.91	3.06	0.1	4.82	1.25	185.481
0.51	0.99	2.56	0.45	3.67	1.21	139.86
0.26	0.96	2.94	0.23	4.6	1.33	82.453
0.5	0.87	3.36	0.24	5.19	1.32	157.245
0.17	0.98	1.95	0.25	3.28	1.43	255.084
0.49	0.9	3.53	0.23	4.65	1.35	168.665
0.5	0.92	3.25	0.26	4.02	1.44	372.304
0.5	0.93	1.97	0.52	5.98	1.46	360.576
0.21	0.92	1.8	0.57	3.75	1.41	144.73
0.45	0.99	2.11	0.33	4.33	1.49	350.215
0.29	0.92	2.77	0.15	3.42	1.33	154.706
0.58	0.86	2.43	0.5	5.93	1.45	373.386
0.58	0.9	3.0	0.46	3.09	1.39	281.308
0.6	0.88	3.09	0.44	3.13	1.4	250.913
0.25	0.99	3.58	0.05	3.65	1.39	205.52
0.35	0.87	3.32	0.44	5.73	1.33	91.8
0.33	0.93	2.04	0.31	3.57	1.37	195.581
0.46	0.96	2.16	0.38	5.01	1.37	236.551
0.64	0.97	2.56	0.44	4.42	1.23	83.375
0.39	0.94	2.77	0.11	3.73	1.29	89.693
0.5	0.96	3.11	0.33	3.16	1.27	92.217
0.52	0.94	3.5	0.38	5.87	1.29	146.803
0.43	0.96	2.9	0.19	4.69	1.48	468.836
0.18	0.9	2.41	0.39	3.44	1.43	273.795
0.45	0.93	2.01	0.29	5.53	1.49	373.644
0.57	0.85	1.87	0.28	4.82	1.2	111.188
0.24	0.9	2.71	0.1	3.16	1.39	317.707
0.21	0.96	2.36	0.32	5.04	1.25	83.851
0.28	0.94	3.23	0.03	3.43	1.28	83.388
0.41	0.89	3.14	0.09	4.22	1.26	84.145
0.1	0.93	1.91	0.24	4.11	1.29	86.521
0.54	0.87	3.56	0.48	4.01	1.33	168.459
0.14	0.95	2.01	0.2	3.75	1.4	83.655
0.51	0.89	2.19	0.1	3.93	1.26	91.266
0.49	0.94	2.86	0.51	4.12	1.21	86.246
0.28	0.97	3.48	0.17	5.91	1.42	273.634
0.24	0.91	2.27	0.5	4.59	1.31	82.035
0.1	0.92	2.17	0.28	5.14	1.21	87.721
0.58	0.96	3.58	0.03	5.24	1.42	373.613
0.32	0.87	2.56	0.16	3.78	1.35	228.719
0.28	0.92	3.09	0.44	5.94	1.36	218.807
0.6	0.92	2.1	0.47	3.91	1.35	162.835
0.1	0.88	3.0	0.38	4.99	1.41	86.211
0.39	0.92	2.84	0.1	3.96	1.26	102.316
0.1	0.86	2.01	0.22	4.81	1.4	86.025
0.57	0.93	3.39	0.13	3.15	1.45	285.078
0.37	0.92	1.94	0.54	3.94	1.3	104.78
0.64	0.95	2.47	0.13	3.13	1.32	163.461
